"Bankrupt?","ROA(C) before interest and depreciation before interest","ROA(A) before interest and % after tax","ROA(B) before interest and depreciation after tax","Operating Gross Margin","Realized Sales Gross Margin","Operating Profit Rate","Pre-tax net Interest Rate","After-tax net Interest Rate","Non-industry income and expenditure/revenue","Continuous interest rate (after tax)","Operating Expense Rate","Research and development expense rate","Cash flow rate","Interest-bearing debt interest rate","Tax rate (A)","Net Value Per Share (B)","Net Value Per Share (A)","Net Value Per Share (C)","Persistent EPS in the Last Four Seasons","Cash Flow Per Share","Revenue Per Share (Yuan ¥)","Operating Profit Per Share (Yuan ¥)","Per Share Net profit before tax (Yuan ¥)","Realized Sales Gross Profit Growth Rate","Operating Profit Growth Rate","After-tax Net Profit Growth Rate","Regular Net Profit Growth Rate","Continuous Net Profit Growth Rate","Total Asset Growth Rate","Net Value Growth Rate","Total Asset Return Growth Rate Ratio","Cash Reinvestment %","Current Ratio","Quick Ratio","Interest Expense Ratio","Total debt/Total net worth","Debt ratio %","Net worth/Assets","Long-term fund suitability ratio (A)","Borrowing dependency","Contingent liabilities/Net worth","Operating profit/Paid-in capital","Net profit before tax/Paid-in capital","Inventory and accounts receivable/Net value","Total Asset Turnover","Accounts Receivable Turnover","Average Collection Days","Inventory Turnover Rate (times)","Fixed Assets Turnover Frequency","Net Worth Turnover Rate (times)","Revenue per person","Operating profit per person","Allocation rate per person","Working Capital to Total Assets","Quick Assets/Total Assets","Current Assets/Total Assets","Cash/Total Assets","Quick Assets/Current Liability","Cash/Current Liability","Current Liability to Assets","Operating Funds to Liability","Inventory/Working Capital","Inventory/Current Liability","Current Liabilities/Liability","Working Capital/Equity","Current Liabilities/Equity","Long-term Liability to Current Assets","Retained Earnings to Total Assets","Total income/Total expense","Total expense/Assets","Current Asset Turnover Rate","Quick Asset Turnover Rate","Working capitcal Turnover Rate","Cash Turnover Rate","Cash Flow to Sales","Fixed Assets to Assets","Current Liability to Liability","Current Liability to Equity","Equity to Long-term Liability","Cash Flow to Total Assets","Cash Flow to Liability","CFO to Assets","Cash Flow to Equity","Current Liability to Current Assets","Liability-Assets Flag","Net Income to Total Assets","Total assets to GNP price","No-credit Interval","Gross Profit to Sales","Net Income to Stockholder's Equity","Liability to Equity","Degree of Financial Leverage (DFL)","Interest Coverage Ratio (Interest expense to EBIT)","Net Income Flag","Equity to Liability"
0,0.617413347633208,0.663650239860445,0.649660046041009,0.613932169676703,0.611337724671731,0.999100002657586,0.798676303094552,0.81027967952704,0.305498722742103,0.782612363090882,0.000153449627413435,2.17e+09,0.46385512862451,0.000521052105210521,0.205081485980362,0.23745312039105,0.23745312039105,0.23745312039105,0.273518010778103,0.319905213270142,0.012659376559735,0.103411774285482,0.232657979965354,0.0222434787503523,0.848272060124483,0.689606599573564,0.689606599573564,0.21761725036352,0.00015724101218341,0.000758962578458449,0.265224452370407,0.37757535114191,0.0176860602619025,0.0146689840259418,0.630644443226805,0.0028388002808707,0.0699277443540829,0.930072255645917,0.00690506575325483,0.37006215848064,0.00588134932241396,0.103400263813572,0.228074805821582,0.395475487759622,0.047976011994003,0.00124374828807077,0.00508417407788504,0.000123624250301083,0.000249644256933869,0.0159677419354839,0.00399806119001807,0.393783496528799,0.00281851170176955,0.813371184047866,0.311616414789075,0.344666407680172,0.255413284966928,0.0154635524886886,0.0362592172002225,0.0369829743136946,0.34429726101305,0.277075472670219,0.00608849077670443,0.484235635712778,0.735324833667515,0.327458960982632,0.00132388611661048,0.950352415185622,0.00365868741530169,0.00678134656930213,0.00039798822743647,0.000366057205496926,0.594099900493689,0.000778297629678457,0.671817803672822,0.100849059480423,0.484235635712778,0.327458960982632,0.111502701441816,0.747162729762914,0.496069654351822,0.57307167266776,0.32733449327156,0.0165871623097005,0,0.852713680136734,0.00291331560325796,0.625006895656653,0.613930388884556,0.843495164492945,0.276837990166781,0.0267989244858819,0.565195163967848,1,0.055116517253581
0,0.49051820796568,0.561927605756651,0.545532416082231,0.596405252309777,0.596405252309777,0.998997627815453,0.797419479969892,0.809343951187452,0.303517033368227,0.781604781598045,1.62e+09,0,0.459446583293492,0.000227022702270227,0,0.166153975812229,0.166153975812229,0.166153975812229,0.232674671456935,0.30607625380208,0.101259887774702,0.112694405992997,0.184303683060932,0.0232989497077073,0.848337432362027,0.690002357930367,0.690002357930367,0.217663060447931,7.64e+09,0.000506274504891333,0.26483981008773,0.352259602846392,0.00716628029241718,0.00393019475050749,0.631094779523568,0.0284089769193591,0.224718082050972,0.775281917949028,0.00531914227986052,0.385667761914454,0.00536584771375646,0.112674450795512,0.183357212879873,0.431743126886497,0.268365817091454,0.000868391953171761,0.00728725925103643,0.000148272671149367,0.00101748947144259,0.13258064516129,0.0549682005787054,0.398724587865494,0.0069157935323817,0.788647302097045,0.612771768542332,0.839764670486538,0.00516463242311018,0.00507572280413942,0.000126453453029256,0.216722712145997,0.335258578112806,0.277882858897788,0.00575271579533354,0.925512974225141,0.738364799819804,0.349585282660276,0.000943550306415614,0.929539772342218,0.0026602836025093,0.00606957106260326,0.000125860319607272,9.38e+09,0.593930445998478,2.23e+08,0.671572064668869,0.127091372106784,0.925512974225141,0.349585282660276,0.113976648648298,0.642232952961185,0.459194669475833,0.525770962358495,0.314300706738726,0.0403721776823404,0,0.811249125664861,0.00150383236093178,0.622930826305293,0.596405943616912,0.84294137222379,0.295381782970194,0.0269576516355777,0.565844224679438,1,0.0149080285405109
0,0.595086042997124,0.637919755778456,0.62904866427539,0.607907291831822,0.607907291831822,0.999094456390744,0.797581476654424,0.809452275380931,0.303597519105695,0.781722395930263,0.000103841571527705,4.92e+08,0.450570779128188,0.000411041104110411,0.235246482437494,0.17989128144621,0.17989128144621,0.17989128144621,0.242412782452491,0.303494376458938,0.0397628446541737,0.120022799446299,0.200798373126459,0.0226936922900682,0.849120393427701,0.692652778999254,0.692652778999254,0.217855154194139,0.000134306678267201,0.0007452376682805,0.265999176321576,0.352557654334786,0.0115275771370448,0.00210047074999345,0.630692730236572,0.00472099873243418,0.100643951990809,0.899356048009191,0.00606613642929622,0.372119941934719,0.00683009164473043,0.119978178383572,0.197828218083101,0.40067763185218,0.259370314842579,0.00791697523662666,0.00079840489802192,8.52e+09,0.00064907506802806,0.0538709677419355,0.0264265675719343,0.403710906582845,0.00482078394273667,0.822173915994284,0.27203123132396,0.547042624082464,0.0377913921160473,0.00555005508970018,0.00223971947697635,0.0892550091688245,0.313537570549005,0.277522904789441,0.0157823653077916,0.832381971864524,0.73640792224714,0.32975247123766,0.00194116434686568,0.947281921514315,0.00248780520924095,0.0314368625105042,0.000101354803085047,4.92e+09,0.59395232149556,2.06e+09,0.671547957090426,0.145927742589747,0.832381971864524,0.32975247123766,0.112453372603355,0.585194816704089,0.444849893982689,0.47502975715801,0.306393447102351,0.0253786342460863,0,0.843409685095027,0.0018730338555776,0.623704607704992,0.607906065874204,0.843378448391929,0.278202687171975,0.0268105936816902,0.565249401556482,1,0.0377216968741414
0,0.494028177253449,0.560237679895334,0.543390973820868,0.599021317689791,0.598761873189294,0.999014613257658,0.797477444624733,0.809384442562659,0.303583017171016,0.78164815012866,3.71e+09,4.41e+08,0.465579628091895,0.000303030303030303,0.15548132402065,0.218322026041886,0.218322026041886,0.218322026041886,0.22851470171126,0.325351913418689,0.0378420073506057,0.104714599788291,0.183173909768773,0.0221131824733697,0.848061120842246,0.689587988889681,0.689587988889681,0.217615096742022,7.51e+09,0.000476079702499845,0.264152893364726,0.383331470511531,0.00579405368469989,0.0056969108669261,0.630899576718127,0.00368597196764515,0.0848625933428062,0.915137406657194,0.0123760150862674,0.372070734069513,0.00674783074973189,0.104703046883906,0.182248699193123,0.397041623851355,0.12743628185907,0.00093940531382833,0.00673221841283938,0.000817410421619837,0.00208566429202023,0.0282258064516129,0.07118663983667,0.404751136337939,0.00390105060609261,0.748687444108511,0.273483120419432,0.269879747533651,0.00970963542519023,0.00575932023106392,0.000593433399286085,0.0865349601123811,0.352649898063855,0.276363506273338,0.000447524765304211,0.95215007179665,0.731808658908013,0.329385761382001,0,0.943819167452097,0.00264652401044634,0.00625790769417171,8.14e+09,8.85e+09,0.593912944836744,8.78e+08,0.671572724228106,0.0264300331439128,0.95215007179665,0.329385761382001,0.110933233663468,0.64353971661718,0.45945399657782,0.598225887290634,0.314646243040347,0.0495254789496831,0,0.811219034481082,0.00071846895482749,0.623649558799225,0.599020181919044,0.841034792489525,0.277452090459678,0.0268712710072122,0.565513478404427,1,0.04516859461909
0,0.404718958709111,0.456061927605757,0.457786819422881,0.598682598480808,0.598653771314086,0.998977984787052,0.797196060118893,0.809151649704556,0.303167778441376,0.781429623260803,7.19e+08,1.15e+08,0.464598273823004,0.000572057205720572,0,0.159074628123551,0.159074628123551,0.159074628123551,0.197598562919542,0.320718681474146,0.0280865738009892,0.0974676329289146,0.151314302929879,0.0220644616217097,0.847961915501377,0.689277955093834,0.689277955093834,0.217551486926152,4.71e+09,0.000393705287050008,0.263665679806669,0.385259491077084,0.0105628375574491,0.00995898872969867,0.630308831385871,0.00598126920726981,0.116939262931947,0.883060737068053,0.00817928282276915,0.373950698192506,0.0066216973774008,0.0974563160551729,0.150335570469799,0.404301582346739,0.184407796101949,0.000594483276353566,0.0106508067305106,0.000439659041642647,0.00141843327803335,0.0419354838709677,0.0409382665276207,0.394314918251509,0.00260172244168944,0.822341223247649,0.622042601836789,0.609412707573681,0.0563966247354493,0.0104632527755064,0.00275924635715495,0.10821847982605,0.349097539904943,0.27700059204475,0.000613156113072208,0.873512814530211,0.736824849638305,0.330903515945572,0.00226238148497411,0.913841448242093,0.00208151374928077,0.0609396242918831,0.000108628079483968,0.000117027314745324,0.593950701221515,2.94e+09,0.671557918148045,0.0532392346871623,0.873512814530211,0.330903515945572,0.11308209589605,0.607213041564116,0.451550851260739,0.596792907275614,0.309054388062082,0.027658613685114,0,0.74299212987208,0.00100624065861496,0.624189461672737,0.598681412752692,0.835979905333355,0.279116612426099,0.0267124325967553,0.564752808041556,1,0.0320572158651324
0,0.561156339882026,0.551024858264283,0.601905883612613,0.608303665374249,0.608303665374249,0.999111441832949,0.797449361510335,0.809393295982318,0.303331166905425,0.781680711614429,9.32e+08,2.29e+09,0.486739974669317,0.000386038603860386,0.000202449640651888,0.17268551683452,0.17268551683452,0.17268551683452,0.223409284296114,0.340984650208672,0.0173329098416444,0.107401677387835,0.174211041650975,0.0221599595479445,0.84839765199204,0.689749425752201,0.689737624558855,0.217734199643122,4.36e+09,0.000465149683121769,0.265268744512048,0.402919041764465,0.0124168099319503,0.00906377770319419,0.631683812550513,0.00474014900737742,0.100885811893461,0.899114188106539,0.00525874203815944,0.374241471941452,0.00619576874329726,0.107365609783901,0.173275016967046,0.394576533681304,0.0854572713643178,0.00102462134661621,0.00617717757464232,0.000225848321261021,9.38e+09,0.0259677419354839,0.0472628996959593,0.415684855611587,0.0464602556122809,0.82327089964628,0.504110671540758,0.514814299660992,0.299491569145777,0.0117777261926445,0.0202616389377581,0.0781293409053103,0.396189796316922,0.277034907851309,0.00200415877736488,0.725235414734643,0.736482950404411,0.329311583403397,0.00580477359976081,0.935935391240823,0.0023281502837144,0.0246130911277625,0.000203561916975086,0.000205264404480317,0.593991050635453,0.00032560329914496,0.671634196580714,0.394520561349814,0.725235414734643,0.329311583403397,0.115220448866806,0.716588772084393,0.477630752946854,0.748429507637848,0.325007616717601,0.0235837731414282,0,0.810098505052142,0.00945806705366912,0.623457266714644,0.608299108018909,0.841036921722294,0.278216559879965,0.0272231500465763,0.566620525499248,1,0.0376138238342347
0,0.525861648710574,0.58618621892717,0.573960062101826,0.601046426152006,0.601046426152006,0.999022470469018,0.797492108714024,0.809394858350493,0.303591718331823,0.781659378227201,6.58e+09,4.19e+08,0.454105332024861,0.000158015801580158,0.166919728717482,0.220134001938393,0.220134001938393,0.220134001938393,0.243830953956698,0.288639739690175,0.0693921381792882,0.11521863040469,0.20162687354071,0.0221022941610785,0.84801441798404,0.689595577432102,0.689595577432102,0.217615969473076,0.000115999446807772,0.000730863944166866,0.264413983883877,0.347239298088745,0.0116598700160062,0.00737816084353208,0.630775948274681,0.00670350814798603,0.125132267134262,0.874867732865738,0.00576026982779062,0.375209972197556,0.00536584771375646,0.115206735388474,0.196983636226529,0.403472293860184,0.217391304347826,0.00114635853631319,0.00551369029575137,0.00013012073331536,0.000935787714627867,0.0537096774193548,0.0106105782647651,0.39412270188372,0.00237055763596062,0.857428723710847,0.664140030765749,0.809338050846914,0.147380155711487,0.00926171312168477,0.00599452140059633,0.130270656479877,0.319087767715493,0.277196877997956,0.00654488907347455,0.986369516432423,0.739569887156327,0.33213597795284,0,0.941413463896614,0.0025379992425885,0.0140058969592144,0.000180006135924638,0.000151273256867338,0.59397864428077,9.14e+09,0.671570996814114,0.15717539888035,0.986369516432423,0.33213597795284,0.110933233663468,0.640216210307733,0.458724875679019,0.476751846386734,0.314127701526193,0.0250945676994416,0,0.821212625050288,0.00130696481338964,0.624314799526137,0.601042544882129,0.842069412953307,0.279640548112689,0.0268348954508436,0.565358662440855,1,0.0297513920060243
0,0.524399161507337,0.572775839511557,0.567910487713475,0.603828247740671,0.60382104094899,0.999050895086585,0.797485606712169,0.809375068353608,0.303521142249719,0.781636500976423,8.19e+09,52600000,0.466810934131837,0.000477047704770477,0.316631237979553,0.170915679912351,0.170915679912351,0.170915679912351,0.230783776117992,0.326236117988258,0.0509551250056718,0.116684309095351,0.189274685546434,0.0221245922868302,0.848055815303442,0.689525058809761,0.689525058809761,0.217606734452075,6.46e+09,0.000474357850132066,0.26404721386888,0.381831898960545,0.00848109678284935,0.00467630791266733,0.631579361926549,0.0153302510509853,0.185778637724098,0.814221362275902,0.00509517195451039,0.381983882187424,0.00553402554353125,0.11428664484505,0.186222758464671,0.405049147735265,0.173913043478261,0.00155012021547483,0.00407912320625744,0.000136235070269973,0.000188367939322829,0.0619354838709677,0.0202165004479826,0.398012256620158,0.0141299047690471,0.779762427242196,0.215727080022081,0.362369763816974,0.0200060646942614,0.00491701812787714,0.00132042788420879,0.0800969510407474,0.347391459962226,0.277703877691472,0.00955406869113408,0.404547593893051,0.735143802192792,0.331833768448356,0.023807108592484,0.937858253421974,0.0023929201691307,0.0203533808940873,7.39e+09,4.42e+09,0.59393221877761,1.25e+09,0.671569447490014,0.487552757441868,0.404547593893051,0.331833768448356,0.132799482399421,0.637034661038675,0.45846099416492,0.60489298229951,0.313098373499479,0.0342860068940586,0,0.815368769556911,0.00595680322201513,0.623591714909046,0.603828315430223,0.84244353859931,0.285896876148957,0.0270501111288064,0.56615012562402,1,0.0188628044274493
0,0.569492516940477,0.619766681203663,0.638792226564591,0.607914498623503,0.607914498623503,0.999140213092194,0.797572346183733,0.809502922149277,0.303485854208667,0.781775869749566,5.82e+09,4.77e+08,0.48005334541154,0.000215021502150215,0,0.185495765033079,0.185495765033079,0.185495765033079,0.254703602155621,0.340241918370234,0.042772660586536,0.131015389626252,0.199517963395345,0.0222671675458887,0.848240332767158,0.690073453628177,0.690073453628177,0.217670865251882,7.06e+09,0.000547773642393023,0.264826600150749,0.393800529041392,0.0119375602572223,0.00508492339863279,0.630775263352557,0.00869422482422783,0.144299664419385,0.855700335580615,0.00519658985574604,0.377231968113303,0.00536584771375646,0.130994837722084,0.19860493175477,0.400210068553622,0.157421289355322,0.00497905105860631,0.0012697626559985,8.14e+09,0.000154325540650028,0.0462903225806452,0.0380094884185479,0.41468985323715,0.0292517221878555,0.804859076611262,0.200631478591022,0.398140871491289,0.115991994939863,0.00585437497962312,0.009725957709743,0.0629453126197251,0.36400852786889,0.277494283930242,0.0160538373860242,0.407306972513318,0.736292294707948,0.329421377166618,0.0218282371107549,0.94758104655506,0.00280843219020753,0.0143410564615352,9.7e+09,4.8e+09,0.593952276320036,8.33e+09,0.671574934906383,0.467578430303531,0.407306972513318,0.329421377166618,0.12698801767132,0.647680912529093,0.460112966053277,0.673780470502556,0.315430164078024,0.0245193471478368,0,0.84453058257168,0.0127162797804466,0.623764842980637,0.607915593697777,0.844429078243373,0.281084696551469,0.0268464886456766,0.565409103128757,1,0.0253491446002143
0,0.458635986935114,0.532108591365024,0.510519835108946,0.610674699837127,0.610674699837127,0.99886070435278,0.797381713022942,0.809315568165603,0.303737462775346,0.781522255073767,0.00038217861235976,0,0.438828078474791,0.000389038903890389,0,0.167797395811386,0.167797395811386,0.167797395811386,0.213292994232769,0.314069463110985,0.00621625300603476,0.0922563309176777,0.169993221360247,0.0220813550989801,0.848067955693787,0.691198317986588,0.691198317986588,0.21760726207275,6.26e+09,0.000445610401904798,0.264012246388636,0.367227376029209,0.0551767389181313,0.0470176060248014,0.630704716373748,0.000552622219790441,0.0167790307464401,0.98322096925356,0.0459755405161178,0.36963718146295,0.00536584771375646,0.0922777533505952,0.16897669858985,0.397581532187513,0.0569715142428786,0.000430138070262648,0.0146974813954581,8.73e+09,0.00409113982272232,0.0154838709677419,0.0120764361147423,0.387903937043486,0.000341595133666688,0.896779177294188,0.539315189043955,0.59489827826595,0.0163240312385192,0.0481000786386488,0.00417590838294137,0.0203109179415955,0.275743930133383,0.277048216215961,0.0186035737653878,0.957748989566084,0.738349446855144,0.326745583460468,0,0.932131597619817,0.00223541375636917,0.0256653496538212,0.000427083526171661,0.000393082170132088,0.594184186554296,3.11e+09,0.671356485923138,0.00647449572305409,0.957748989566084,0.326745583460468,0.110933233663468,0.496430629869721,0.277952446432551,0.521264009950078,0.300012971203879,0.00517314030438611,0,0.79676693506348,0.000313982172453682,0.624293211884649,0.610670184669163,0.84008060255026,0.275180114992345,0.0269488817598343,0.565812791215349,1,0.20429079640634
