"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr11","Attr12","Attr13","Attr14","Attr15","Attr16","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr37","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
0.009532,0.79,0.20726,1.2624,138.07,-0.015651,0.009532,0.26583,1.2884,0.21,0.009532,0.012066,0.8378,0.009532,267.13,1.3664,1.2658,0.009532,0.007399,174.43,NA,0,0.007399,0.009532,0.16055,1.3664,NA,75.57,3.0048,0.56104,0.014797,NA,0,0,0.000552,1.2884,NA,0.21,0.000428,0.087381,0.024613,0,262.96,88.535,0.015482,0.48298,NA,-1.0699,-0.8304,1.2624,0.79,NA,76.57,76.57,209.55,1,0.045392,2e-06,0,2.0926,4.1227,223.8,1.6309,469.77,0
0.017082,0.56883,-0.048148,0.90409,-48.755,0,0.017082,0.75801,1.5536,0.43117,0.053164,0.034027,0.058172,0.017082,2297.3,0.15888,1.758,0.017082,0.010995,33.77,0.80085,0.053082,0.010995,0.085534,0.31849,0.15888,1.4712,-0.08816,3.5765,0.32755,0.02713,122.41,2.9819,2.6316,0.056634,1.5536,4.6415,0.49799,0.036454,0.12127,0.15004,0.034168,92.329,58.558,0.11884,0.61777,35.048,-0.02021,-0.013009,0.79789,0.50201,0.33536,0.7895,0.91184,-181.59,0.036454,0.039617,0.98924,0.15496,10.808,6.2331,117.94,3.0947,2.8446,0
0.070483,0.15704,0.44666,3.8701,66.033,0.15314,0.09482,4.5333,1.0573,0.71191,0.09482,0.60928,0.094402,0.09482,401.73,0.90856,6.3678,0.09482,0.062736,34.407,0.92978,0.086959,0.046634,0.20749,0.71191,0.75359,0.60829,1.123,4.6312,-0.053207,0.062736,39.735,9.1859,0.55374,0.086959,1.5338,324.92,0.71333,0.057535,1.8519,0.038296,0.057535,75.849,41.442,0.49471,2.9546,36.377,0.039098,0.025869,3.8352,0.15562,0.10886,1.79,1.7936,19108,0.054157,0.099005,0.94584,0.001988,10.608,8.8075,37.583,9.7119,3.8002,0
-0.013641,0.69693,0.65209,9.7259,51.163,0,-0.016691,0.43487,2.124,0.30307,0.030176,-0.22335,0.007582,-0.016691,15796,0.023107,1.4349,-0.016691,-0.007858,62.068,1.0991,0.025527,-0.006422,0.072243,0.02154,0.027484,0.54467,2.387,5.3765,0.30908,0.006523,13.166,27.723,2.9727,0.052299,2.124,0.60749,0.90494,0.024622,0.55601,0.39832,0.012018,117.76,55.691,-0.037767,4.8927,63.635,-0.007268,-0.003422,1.0429,0.07473,0.036071,1.1094,3.3126,155190,0.024622,-0.045009,1.0078,1.9859,5.8807,6.5541,12.842,28.423,7.7752,0
0.25441,0.14465,0.42954,3.9696,42.849,0,0.31663,5.9134,3.6154,0.85535,0.32142,2.189,0.09648,0.31663,151.36,2.4115,6.9134,0.31663,0.087578,3.8411,1.7796,0.31832,0.070369,0.36079,0.82237,1.9814,66.479,1.0088,3.4755,0.022303,0.087578,15.896,22.962,22.962,0.29404,3.6154,NA,0.85535,0.081329,0.44254,0.013756,0.088046,51.506,47.664,6.6868,3.7066,4.1811,0.28614,0.079143,3.9696,0.14465,0.04355,2.0088,2.0088,1284,0.081329,0.29744,0.91359,0,95.025,7.6577,14.603,24.995,8.4907,0
0.20593,0.12953,0.29909,3.3208,52.36,0.40163,0.23147,6.3651,1.238,0.82448,0.23147,1.7961,0.21652,0.23147,187.44,1.9472,7.7202,0.23147,0.1987,36.104,1.1475,0.20649,0.17677,0.45044,0.82448,1.7501,2.1945,0.52284,5.5133,0.017027,0.1987,49.989,7.3017,1.5942,0.20649,1.2071,474.27,0.82514,0.17726,1.2393,0.018739,0.17726,84.047,47.943,1.7871,2.4267,44.697,0.18573,0.15944,3.3039,0.12887,0.13696,1.4413,1.4424,97525,0.19225,0.24977,0.80775,8e-04,10.11,7.6132,40.378,9.0395,2.0365,0
0.28959,0.070136,0.92986,14.258,96.037,0,0.35294,13.258,3.2421,0.92986,0.41176,5.0323,0.10886,0.35294,72.532,5.0323,14.258,0.35294,0.10886,17.575,NA,0.34163,0.089323,0.35294,0.81674,4.129,5.8077,NA,2.6454,-0.068388,0.10886,8.8261,41.355,41.355,0.34163,3.2421,NA,0.92986,0.10537,4.1613,0.006843,0.10537,79.724,62.149,1.8551,12.032,19.645,0.34163,0.10537,14.258,0.070136,0.024181,NA,NA,411,0.10537,0.31144,0.89283,0,20.768,5.873,7.896,46.226,NA,0
0.002886,0.39352,0.23869,1.6733,-8.5547,0.36184,0.006491,1.5412,1.1287,0.60648,0.006491,0.018311,0.035374,0.006491,1996.6,0.18281,2.5412,0.006491,0.003192,47.66,0.93474,0.25125,0.001419,0.40217,0.60648,0.17365,1.3945,0.58673,4.6731,0.15051,0.003192,71.816,5.0824,0.63845,0.25125,2.053,8.3968,0.6455,0.12354,0.28727,0.040852,0.12354,88.187,40.526,0.010867,0.92422,53.796,0.1858,0.09136,1.5074,0.3545,0.19676,1.4908,1.5867,11245,0.11405,0.004758,0.88595,0.064338,7.6584,9.0065,63.625,5.7367,4.9991,0
0.000802,0.38272,0.21967,1.5907,-25.736,0.24043,0.001449,1.6128,1.0188,0.61728,0.001449,0.003897,0.01224,0.001449,4665.8,0.078229,2.6128,0.001449,0.000592,55.881,0.79791,0.068497,0.000328,0.30056,0.61728,0.076538,0.2853,0.53782,4.5871,0.1186,0.000592,56.535,6.4561,0.17897,0.068497,2.4978,20.019,0.62812,0.028002,0.28878,0.12973,0.028002,72.245,16.364,0.002142,0.58368,56.933,0.040006,0.016355,1.5456,0.37188,0.15489,1.5113,1.5378,8489,0.018481,0.0013,0.98152,0.017565,6.5318,22.305,55.491,6.5777,5.9888,0
0.14019,0.12265,0.71656,6.8421,200.25,0.45556,0.17874,3.2551,1.0618,0.39925,0.17874,1.4572,0.17326,0.17874,202.63,1.8013,8.153,0.17874,0.14016,0,1.0747,0.068795,0.10994,0.48987,0.39925,1.487,0.57283,4.4568,4.759,-0.048441,0.14016,37.278,9.7914,0.56088,0.068795,1.3895,NA,0.39925,0.053949,2.0907,0.036329,0.053949,166.81,166.81,NA,6.8421,0,0.026589,0.020851,6.8421,0.12265,0.10213,2.4832,2.4832,41141,0.058203,0.35112,0.9418,0,NA,2.1881,35.108,10.396,7.9311,0
