"0","### biblioteki"
"0","#wczytywanie danych Słowacja"
"0","bankrupt_agriculture_13_year_10_11_12 <- read_delim(""../dane/j89csb932y-2/bankrupt_agriculture_13_year_10_11_12.csv"", "
"0","                                                    "";"", escape_double = FALSE, locale = locale(decimal_mark = "","", "
"0","                                                                                                grouping_mark = """"), "
"0","                                                    col_types = cols(X1 = col_skip()), trim_ws = TRUE)"
"0","bankrupt_agriculture_14_year_11_12_13 <- read_delim(""../dane/j89csb932y-2/bankrupt_agriculture_14_year_11_12_13.csv"", "
"0","                                                    "";"", escape_double = FALSE, locale = locale(decimal_mark = "","",          grouping_mark = """"), col_types = cols(X1 = col_skip()), "
"0","                                                    trim_ws = TRUE)"
"0","bankrupt_agriculture_15_year_12_13_14 <- read_delim(""../dane/j89csb932y-2/bankrupt_agriculture_15_year_12_13_14.csv"", "
"0","                                                    "";"", escape_double = FALSE, locale = locale(decimal_mark = "","",          grouping_mark = """"), col_types = cols(X1 = col_skip()), "
"0","                                                    trim_ws = TRUE)"
"0","bankrupt_agriculture_16_year_13_14_15 <- read_delim(""../dane/j89csb932y-2/bankrupt_agriculture_16_year_13_14_15.csv"", "
"0","                                                    "";"", escape_double = FALSE, locale = locale(decimal_mark = "","",          grouping_mark = """"), col_types = cols(X1 = col_skip()), "
"0","                                                    trim_ws = TRUE)"
"0","bankrupt_construction_13_year_10_11_12 <- read_delim(""../dane/j89csb932y-2/bankrupt_construction_13_year_10_11_12.csv"", "
"0","                                                     "";"", escape_double = FALSE, locale = locale(decimal_mark = "","",          grouping_mark = """"), col_types = cols(X1 = col_skip()), "
"0","                                                     trim_ws = TRUE)"
"0","bankrupt_construction_14_year_11_12_13 <- read_delim(""../dane/j89csb932y-2/bankrupt_construction_14_year_11_12_13.csv"", "
"0","                                                     "";"", escape_double = FALSE, locale = locale(decimal_mark = "","",          grouping_mark = """"), col_types = cols(X1 = col_skip()), "
"0","                                                     trim_ws = TRUE)"
"0","bankrupt_construction_15_year_12_13_14 <- read_delim(""../dane/j89csb932y-2/bankrupt_construction_15_year_12_13_14.csv"", "
"0","                                                     "";"", escape_double = FALSE, locale = locale(decimal_mark = "","",          grouping_mark = """"), col_types = cols(X1 = col_skip()), "
"0","                                                     trim_ws = TRUE)"
"0","bankrupt_construction_16_year_13_14_15 <- read_delim(""../dane/j89csb932y-2/bankrupt_construction_16_year_13_14_15.csv"", "
"0","                                                     "";"", escape_double = FALSE, locale = locale(decimal_mark = "","",          grouping_mark = """"), col_types = cols(X1 = col_skip()), "
"0","                                                     trim_ws = TRUE)"
"0","bankrupt_manufacture_13_year_10_11_12 <- read_delim(""../dane/j89csb932y-2/bankrupt_manufacture_13_year_10_11_12.csv"", "
"0","                                                    "";"", escape_double = FALSE, locale = locale(decimal_mark = "","",          grouping_mark = """"), col_types = cols(X1 = col_skip()), "
"0","                                                    trim_ws = TRUE)"
"0","bankrupt_manufacture_14_year_11_12_13 <- read_delim(""../dane/j89csb932y-2/bankrupt_manufacture_14_year_11_12_13.csv"", "
