"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
1.06,38.11,1261.67,0.04,0.84,0.85,431752.53,290754,363010.8,4467.6,0.85,30.46,35.83,1.06,97.21,5.72,0.1,NA,0,0,0,11.56,77.26,360.41,0.13,1,1.03,11375.7,7271.54,8349.12,231.57,0.74,4.97,6.68,11.56,85.03,15.91,0.64,NA,0,0,0,0.51,4.07,18.12,0.22,0.89,0.93,12834.52,6675.98,10003.14,431.73,0.79,6.25,7.93,0.51,87.39,5.8,0.47,NA,0,0,0
7.19,20.07,10.03,0.05,0.29,0.97,507.94,34.46,61.04,106.55,0.57,1.6,2.79,28.06,64.17,35.05,0.83,NA,35.15,29.11,78.82,1.59,4.1,2.12,0.13,0.28,0.94,485.49,22.5,60.3,108.34,0.57,1.47,2.58,25.35,61.2,22.26,0.9,12991.5,35.18,31.6,88.67,0.58,1.61,0.85,0.04,0.17,0.89,532.26,25.98,117.61,171.6,0.61,1.69,2.77,26,63.9,18.3,0.88,13471.8,29.22,37.17,91.5
59.59,100.92,45.35,1.02,1.75,2.5,277.02,79.84,109.42,83.3,0.41,0.69,1.69,77.97,40.96,145.49,NA,NA,0,13.99,20.44,44.55,61.59,45.75,2.61,3.47,3.79,374.78,84.4,97.45,31.61,0.27,0.37,1.38,45.78,27.67,167.62,NA,30693,0,1.27,2.12,10.58,12.74,16.88,5.12,6.2,6.39,580.88,97.1,89.97,16.85,0.16,0.19,1.2,10.58,16.95,66.63,NA,NA,0,0,0
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,NA,NA
3.36,3.36,258.51,12.01,83.36,308.91,28044.42,5627.09,78.87,18035.28,0,0,1,7.81,0.28,4067.06,8.2,NA,0,342.98,-8.02,1.22,1.5,9.63,0.05,1.03,5.06,2889.21,528.42,539.94,2210.7,0.19,0.23,1.23,6.39,18.95,27.49,20.09,-100610,0,40.94,-5.3,1.04,20.43,10.77,0.04,0.24,0.4,3760.42,579.74,2853.49,469.78,0.95,18.56,19.6,6.03,94.9,12.59,0.34,-40057,16.75,51.49,-12.1
0.03,0.1,0.41,0,1.13,1.32,5437.5,4305.05,3829.95,732.35,0.71,2.48,3.48,4.63,71.26,2.97,4.59,NA,0,68.68,-5.94,-0.32,-1.87,-4.56,0.67,0.9,1.09,5266.91,1021.59,4307.35,817.32,0.83,4.92,5.92,5.7,83.12,3.21,1.78,-34636.33,0,86.77,-15.02,-1.54,-8.99,-63.07,0.05,0.39,0.56,14948.58,4200.54,12237.3,2128.93,0.83,4.85,5.85,10.4,82.92,7.36,0.32,-31515.33,0,490.06,-29.71
1.91,3.42,2.23,0.02,0.38,1.51,425.48,46.04,104.75,144.44,0.35,0.62,1.79,6.17,44.18,26.92,1.1,13188.69,9.35,4.98,60.32,1.62,2.7,1.12,0.02,0.4,1.83,252.48,24.27,55.85,91.99,0.27,0.46,1.66,6.26,39.93,31.1,1.16,13435.22,4.71,3.21,57.48,0.73,1.1,1.09,0.1,0.51,2.16,540.33,45.08,112.63,188.79,0.21,0.32,1.5,5.76,33.31,25.89,1.23,10145.44,0,7.46,75.03
2.99,23.41,112.67,0.47,0.6,0.8,13730.32,534.72,4396.56,917.37,0.87,6.84,7.84,7.72,87.24,39.54,0.91,NA,0,178.47,-2.07,0.64,4.75,NA,0.49,0.64,1.05,NA,NA,NA,NA,0.86,6.39,7.39,8.74,86.47,33.99,1.05,-64794,0,NA,-6.99,-2.12,-54.06,-38.6,0.39,0.54,0.83,6627.29,546.84,3619.4,1079.08,0.96,24.5,25.5,10.86,96.08,24.33,0.83,-58208,0,236.29,-13.03
-2.07,-574.94,-0.98,0.08,0.88,1.01,173.27,135.72,168.81,20.91,1,277.14,278.18,38.1,99.64,6.02,2.38,NA,0,19.12,86.79,1.26,77.26,0.64,0.09,0.85,1.01,185.18,133.21,174.13,28.23,0.98,60.19,61.22,40.45,98.37,3.28,1.15,11023.75,0,19.88,92.14,-4.1,276.25,-2.18,0.12,0.82,0.98,193.75,131.75,189.92,31.95,1.01,-68.29,-67.3,37.32,101.49,-1.69,-0.22,10344.25,0,22.05,101.84
-2.6,-3.44,-11.99,0.15,0.57,2.05,1679.64,62.69,137,221.79,0.18,0.24,1.32,8.63,24.4,28.17,1.03,4268.96,1.28,51.79,296.06,-0.97,-1.23,-4.01,0.03,0.52,2.09,1511.71,57.86,109.77,191.61,0.15,0.19,1.27,10.23,21.14,43.1,1.02,7138.17,0.67,46.37,160.92,-14.27,-18.38,-56.13,0.28,0.61,2.06,1431.41,47.65,112.1,214.58,0.16,0.21,1.29,0.23,22.33,-38.35,1.04,2263.14,2.36,57.03,485.22
0.07,0.85,0.09,0.01,1.15,1.59,472.08,159.04,77.1,61.18,0.79,9.83,12.5,9.44,92,8.55,1.07,NA,13.19,12.16,80.58,1.4,15.44,1.22,0.01,1.16,1.52,318.62,121.36,72.05,38.99,0.82,9.02,11.01,23.16,90.92,12.33,1.17,35576.42,10.71,18.99,72.03,0.12,1.2,0.11,0.02,1,1.48,340.92,112.67,66.68,55.91,0.82,8.12,9.92,13.3,89.92,9.24,1.16,19828.65,14.42,12.34,67.15
-1.02,-1.04,-8.97,143.64,196.69,294.37,3207.98,335.5,6.32,626.25,0.01,0.01,1.02,24.58,2.17,1059.21,2.37,-1035.75,0,225.63,-967.34,-6.99,-7.33,-52.75,12.85,16.23,21.14,2754.09,271.16,80.36,400.24,0.03,0.04,1.05,17.12,4.61,89.29,2.55,-3424.25,0,181.91,-263.28,-11.17,-11.79,-98.39,23.37,25.06,36.34,3207.41,78.83,46.51,531.86,0.03,0.03,1.06,20.23,5.3,-69.97,2.6,-3923,0,276.67,-269.67
5,17.53,7.39,0.03,0.41,1.01,538.56,113.05,220.15,184.55,0.71,2.5,3.51,42.64,71.5,20.54,0.94,NA,14.89,55.69,-882.38,1.27,4.45,1.99,0.02,0.4,0.95,573.07,126.72,259.4,188.37,0.72,2.51,3.51,35.69,71.51,16.53,0.84,-1153.44,17.27,54.05,-606.11,-26.51,-264.55,-32.34,0.02,0.09,0.72,444.11,21.3,157.4,202.13,0.9,8.97,9.98,22.39,89.98,-14.67,0.42,-2217.25,43.72,59.66,-307.11
-4.03,-21.09,-1,0.39,0.41,0.41,89.87,1.26,71.53,NA,0.81,4.23,5.23,10.72,80.87,-2.42,0.29,NA,0,3.64,-48.93,4.85,22.63,1.32,0.39,0.47,0.47,99.64,6.47,76.86,NA,0.79,3.66,4.66,21.06,78.56,8.14,0.35,-4195.33,0,4.42,-103.5,17.01,44.75,4.51,0.65,0.65,0.65,96.56,0.24,58.89,NA,0.62,1.63,2.63,36.47,62,30.16,0.64,159.67,0,5.16,3334.86
8.88,25.95,11.7,0.08,0.34,1.47,479.32,35.82,101.47,155.35,0.51,1.48,2.92,32.49,65.76,51.66,0.83,NA,15.16,31.08,77.25,0.45,2.09,1.14,0.03,0.17,0.81,929.92,40.25,212.23,196.51,0.71,3.33,4.67,9.15,78.57,13.1,0.78,7224.58,42.52,22.16,106.32,0.48,2.51,1.15,0.01,0.16,0.58,868.95,53.09,268.37,152.05,0.75,3.94,5.23,11.13,80.87,9.28,0.65,6717.4,37.83,25.43,163.53
-4.18,-9.59,-39.48,0.02,0.03,0.03,3436.26,9.69,941.78,0,0.56,1.29,2.29,-4.18,56.39,8.69,0.58,NA,13.92,0,0,-3.46,-7.86,-36.09,0.02,0.02,0.02,3804.36,7.72,1210.58,0,0.56,1.27,2.27,-3.46,55.93,9.91,0.44,NA,7.59,0,0,-1.03,-1.89,-9.69,0.02,0.03,0.03,3430.62,7.9,1132.63,0,0.46,0.84,1.84,-1.03,45.67,19.34,0.55,NA,0,0,0
-7.11,1.59,NA,0.11,0.18,0.18,NA,NA,NA,NA,5.48,-1.22,-0.22,-7.11,547.92,-1.3,NA,NA,0,NA,0,-7.31,1.47,NA,0.09,0.17,0.17,NA,NA,NA,NA,5.97,-1.2,-0.2,-7.31,596.66,-1.22,NA,NA,0,NA,0,33.86,1576.03,NA,0.17,1.02,1.02,NA,NA,NA,NA,0.98,45.54,46.54,33.86,97.85,34.61,NA,NA,0,NA,0
-0.89,-1.4,-1.02,0.67,1.56,1.56,418.41,83.8,94.09,0.28,0.37,0.58,1.58,19.33,36.79,66.17,1.22,12046.33,0,23.24,40.05,-11.5,-87.51,-13.49,0.14,0.55,0.55,428.2,121.35,293.92,0.69,0.87,6.61,7.61,6.96,86.86,22.72,0.51,9056.33,0,21.65,39.48,-14.31,-732.82,-12.49,0.6,0.72,0.73,317.65,33.66,274.42,0.22,0.98,50.22,51.22,9.97,98.05,25.19,0.36,9024.67,0,21.19,42.11
-7.53,-9.33,-63.37,3.98,4.3,5.18,3061.75,50.81,155.07,137.55,0.1,0.13,1.24,8.29,19.25,-6.5,1.47,NA,0,133.13,-495.55,-1.57,-1.94,-12.7,6.84,7.35,8.99,2947.05,66.52,130.36,216.39,0.11,0.14,1.24,15.24,19.08,47.46,1.52,2336.81,0,135.74,525.58,-0.78,-0.95,-6.75,6.64,7.55,10.26,3139.74,105.59,115.88,318.04,0.1,0.12,1.21,15.23,17.56,56,1.44,1596.02,0,138.09,741.6
9.09,24.04,13.33,0.01,0.29,0.91,533.86,61.66,124.08,136,0.49,1.28,2.64,20.64,62.18,37.58,0.72,17817.15,22.46,16.94,61.72,1.1,3.11,1.93,0.03,0.19,0.66,643.07,40.8,194.38,126.45,0.56,1.58,2.84,13.18,64.8,21.13,0.67,14016.1,22.74,21.29,90.99,0.28,0.79,0.55,0.02,0.27,0.95,710.56,61.72,194.24,164.3,0.58,1.62,2.8,12.03,64.35,20.9,0.87,9119.8,26.65,22.93,135.29
-2.85,-287.17,-3.96,0,0.86,2.34,505,111.95,78.8,205.27,0.97,97.73,100.7,7.81,99.01,4.25,2.02,NA,11.63,14.79,89.26,3.33,92.28,3.6,0.01,1.03,3.04,394.03,72.87,20.43,149.31,0.96,26.5,27.7,15.53,96.39,11.45,2.07,26985.83,13.59,13.17,53.83,5.08,56.54,4.34,0.01,0.9,1.78,310.8,91.94,67.82,92.98,0.91,10.09,11.13,19.7,91.02,15.18,1.89,28019.6,11.56,12.48,56.08
22.97,27.04,13.09,4.24,6.53,6.75,207.35,66.42,29.08,6.54,0.15,0.18,1.18,35.31,15.04,176.79,23.17,NA,0,7.03,52.58,22.5,26.89,23.43,1.9,6.12,6.27,380.19,249.41,59,8.6,0.16,0.2,1.2,32.55,16.35,149.91,129.69,NA,0,10.47,24.39,14.61,15.51,11.27,0.72,18.96,19.21,280.71,19.71,14.33,3.66,0.06,0.06,1.06,30.79,5.75,265.07,NA,NA,0,12.47,37.67
0.11,0.18,0.84,0.27,2.42,2.86,2723.33,272.34,126.91,92.75,0.14,0.22,1.64,2.21,38.89,39.96,0.8,NA,2.97,15.69,42.02,0.11,0.23,0.96,0.54,3.94,4.46,3096.17,453.23,123.59,71.09,0.24,0.49,2.04,2.02,50.87,22.35,0.81,21415.55,14.16,16.14,41.07,0.27,0.5,4.04,0.19,1.75,2.32,5400.06,643.97,239.69,238.04,0.16,0.29,1.83,2.49,45.31,47.24,0.73,898.68,5.8,32.91,1066.74
3.75,4.87,2.4,2.9,3.47,4.56,233.04,28.14,48.88,54.16,0.23,0.3,1.3,17.08,22.91,25.82,25.18,-208.75,0,8.53,-2746.71,3.9,5.36,3.45,2,2.22,3.82,323.08,17.92,81.53,132.53,0.27,0.37,1.37,14.73,27.25,19.15,51.11,6351,0,9.59,82.2,-1.38,-1.66,-1.08,3.02,3.29,6.3,286.4,11.9,44.46,135.81,0.17,0.21,1.21,13.42,17.09,-3.26,99.55,2883.75,0,11.64,213.38
-0.01,-0.21,-0.01,0.06,0.27,0.28,410.34,56.71,245.39,0.2,0.96,24.61,25.61,9.39,96.1,6.48,0.41,97635.08,35.58,10.6,65.81,0.02,0.05,0.01,0.36,0.6,0.6,221.65,7.7,31.46,NA,0.54,1.18,2.18,10.47,54.05,19.86,0.94,77522.77,39.57,6.34,52.35,0.03,0.08,0.02,0.2,0.49,0.49,222.82,26.24,88.78,NA,0.58,1.41,2.43,2.52,58.78,16.41,0.74,19040.81,17.76,1.52,46.01
-0.8,-5.9,-0.73,0.3,1.16,1.16,331.56,243.5,282.07,0,0.86,6.33,7.34,8.04,86.38,-0.93,NA,NA,0,8.06,98.76,-24.45,-41,-27.35,1.49,2.35,2.63,408.35,126.17,147.03,41.89,0.4,0.67,1.68,-13.4,40.37,-56.19,15.31,-2073.67,3.3,12.37,-224.19,8.43,17.58,6.39,0.53,1.39,1.66,275.78,119.54,139.35,38.19,0.51,1.07,2.09,19.29,52.04,16.39,3.18,5995,0,8.22,55.42
0.12,0.25,0.41,0.01,0.32,1.25,1199.89,98.43,137.13,303.13,0.41,0.82,2,12.65,49.89,22.5,0.91,7305.05,20.94,41.28,126.74,0.01,0.03,0.05,0.01,0.3,1.4,1171.91,85.92,128.69,326.38,0.42,0.81,1.94,13.01,48.43,23.64,0.95,8257.46,18.4,41.72,114.48,0.02,0.03,0.05,0.01,0.27,1.51,1176.17,74.6,96.73,372.32,0.36,0.61,1.71,12.65,41.41,27.46,1.08,7000.41,23.58,40.81,128.64
